brand,original_price,current_price
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,"₹1,19,498","₹49,273"
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,"₹85,991","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹2,15,990","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,57,376","₹59,990"
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphi...,"₹4,29,900","₹1,79,990"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹89,250","₹49,490"
MSI Crosshair A16 HX AMD Ryzen 9 16 Core 8940 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹1,09,999","₹1,95,289"
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹1,92,990","₹73,767"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹80,000","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹95,000","₹88,990"
DELL Inspiron Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,"₹1,18,498","₹58,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹1,15,898","₹56,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹78,400","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹1,36,090","₹80,990"
"ASUS ProArt PX13 OLED (2024) - AI PC for Creator, AMD Ryzen AI 9 10 Core - (24 GB/1 TB SSD/Windows 11 ...","₹1,15,000","₹1,69,990"
HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) 16-f1003T...,"₹1,04,990","₹1,40,990"
"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGED4HN/A","₹1,04,990","₹4,06,990"
DELL 16 14 Microsoft Office Home 2024 AMD Ryzen AI 5 Hexa Core 340 AI - (16 GB/512 GB SSD/Windows 11 H...,"₹46,147","₹71,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,82,990","₹1,08,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹3,89,990","₹1,03,990"
ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS T...,"₹1,76,990","₹63,990"
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹52,999","₹81,750"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹55,990","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹74,999","₹1,10,902"
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB S...,"₹1,10,990","₹48,990"
DELL Inspiron 15 MSO'24 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15 DC15250 Thi...,"₹1,19,498","₹74,819"
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,"₹85,991","₹92,990"
DELL 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹1,59,990","₹99,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹44,990","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,09,999","₹59,990"
HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Lapt...,"₹1,92,990","₹44,990"
"ASUS Zenbook S14 OLED (2024) AI PC, with Touchscreen, Metal Body, Backlit Keyboard, Intel Core Ultra 7...","₹3,14,890","₹1,36,490"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,25,000","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,67,990","₹88,990"
Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34Y...,"₹1,18,498","₹43,550"
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,"₹1,15,898","₹47,645"
Acer Aspire 14 Office 2024 + M365 Basic Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 H...,"₹44,911","₹60,990"
HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Windows 11 Pro...,"₹54,990","₹69,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹1,04,990","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹1,04,990","₹80,990"
ASUS Intel Core Ultra 5 325 - (16 GB/512 GB SSD/Windows 11 Home) X1607AA-MB038WS Thin and Light Laptop,"₹23,990","₹1,01,990"
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,"₹83,990","₹27,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹86,239","₹1,08,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹46,899","₹1,03,990"
Lenovo Yoga Book 9 Intel Evo with 1Yr ADP Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Ho...,"₹3,89,990","₹1,76,990"
Lenovo Yoga Slim 7 AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14IMH9 Thin and ...,"₹1,76,990","₹85,000"
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500FKA-E800...,"₹1,07,990","₹42,990"
Samsung Galaxy Book5 Pro Next Gen AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/512 GB SSD/...,"₹1,31,463","₹1,30,490"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹1,19,498","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹85,991","₹1,10,902"
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Lapt...,"₹1,05,000","₹43,490"
ASUS X1504ZA Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin and...,"₹25,999","₹45,500"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹73,990","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹29,999","₹59,990"
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1405CKA-NK...,"₹1,18,498","₹21,490"
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,"₹1,15,898","₹36,990"
Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG1I...,"₹1,29,990","₹69,990"
HP 15 with MSO'2024 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU | 15-f...,"₹1,03,990","₹44,980"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,04,990","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,04,990","₹88,990"
"ASUS TUF Gaming F16 (2025) for Creator with MSO 2024+M365 Basic*,AI PC,(i5 14th Gen) Intel Core 5 210H...","₹1,13,990","₹97,335"
HP OmniBook Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 14-fe1011QU Thin and Light Laptop,"₹74,990","₹96,999"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹52,900","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹3,89,990","₹80,990"
Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro/1 GB Graphics) ...,"₹1,76,990","₹89,000"
Ultimus Pro Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INC54BN-MB Thin and Ligh...,"₹3,89,990","₹17,999"
ASUS Vivobook 15 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ541WS...,"₹70,990","₹62,819"
HP Touch Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 Chromebook,"₹1,19,498","₹24,168"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹85,991","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹63,999","₹1,10,902"
ASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) ...,"₹94,890","₹77,990"
Lenovo Ideapad Gaming 3i Intel Core i5 10th Gen 10300H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 G...,"₹59,900","₹66,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹59,998","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,09,999","₹59,990"
"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC, (i7 14th gen) Intel Core 7 240H - (16 GB...","₹1,92,990","₹1,04,990"
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L...,"₹78,900","₹58,790"
Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light ...,"₹97,990","₹45,999"
Infinix B15 Series AMD Ryzen 7 Octa Core 5825U - (8 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Lig...,"₹1,18,498","₹59,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,15,898","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,35,990","₹88,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹79,990","₹3,49,990"
DELL Latitude 3550 (2026) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Latitude 35...,"₹1,27,601","₹46,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹5,09,990","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹1,04,990","₹80,990"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"₹1,04,990","₹54,990"
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AHP1...,"₹2,23,990","₹76,990"
HP (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1095TU Thin and Light...,"₹78,990","₹49,650"
HP AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0388AU Thin and Light Laptop,"₹3,89,990","₹49,900"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,76,990","₹1,08,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹63,628","₹1,03,990"
Acer Aspire go 14 (2025) WUXGA IPS Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) AG14-7...,"₹73,990","₹59,900"
"ASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core - (...","₹84,999","₹91,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹1,19,498","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹85,991","₹1,10,902"
"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 5 2...","₹1,11,190","₹1,09,990"
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹1,09,999","₹51,990"
DELL Inspiron Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 5330 Thin and Light Laptop,"₹1,92,990","₹99,999"
ASUS ROG Strix SCAR 18 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (64 GB/2...,"₹66,688","₹4,97,436"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,04,999","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹91,990","₹59,990"
Samsung Galaxy Book6 Pro Intel Core Ultra 7 (Series 3) - (16 GB/512 GB SSD/Windows 11 Home) NP940XJG T...,"₹88,990","₹1,78,990"
DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Pro)...,"₹1,18,498","₹52,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,15,898","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹80,086","₹88,990"
HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,"₹1,59,900","₹52,990"
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1335U...","₹1,04,990","₹65,748"
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S T...,"₹1,04,990","₹51,999"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹80,990","₹59,490"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹1,23,990","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹59,999","₹80,990"
DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 240H - (16 GB/1 TB SSD/...,"₹59,999","₹1,54,598"
Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin...,"₹3,89,990","₹79,890"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,76,990","₹1,08,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹99,000","₹1,03,990"
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light L...,"₹71,479","₹57,490"
"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) Surface Pro 2 ...","₹1,19,498","₹1,00,990"
Lenovo Idea Pad Slim 3 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 83K100C9IN T...,"₹85,991","₹75,990"
HP 240R G9 (2025) (i5 14th Gen) Intel Core 5 14th Gen 120U - (32 GB/512 GB SSD/Windows 11 Home) 240R G...,"₹41,990","₹69,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹60,990","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹69,999","₹1,10,902"
DELL Microsoft Office 2024 (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home) DC14250 Thi...,"₹1,29,990","₹79,101"
"Apple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDHK4HN/A","₹1,09,999","₹1,52,490"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,92,990","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹90,000","₹59,990"
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Pro)...,"₹1,11,890","₹55,990"
MSI Commercial 14 H Pro Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Pro) Commercial 14 ...,"₹1,18,498","₹1,00,990"
HP G9 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 250R G9 Business Laptop,"₹1,15,898","₹54,947"
WINGS Nuvobook V1 Aluminium Alloy Metal Body Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Wi...,"₹65,000","₹38,490"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,22,990","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹99,900","₹88,990"
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in 1 L...,"₹1,25,000","₹74,999"
DELL Inspiron 7440 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 2...,"₹1,04,990","₹59,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹1,04,990","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹1,70,990","₹80,990"
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹3,89,990","₹39,990"
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 3 Quad Core - (16 GB/512 GB SSD/Windows 11 Home...,"₹1,76,990","₹49,990"
Acer AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop,"₹79,990","₹59,990"
Samsung Galaxy Book2 Pro EVO AMOLED Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹70,841","₹74,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹70,999","₹1,08,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹1,11,190","₹1,03,990"
HP Pavilion 14 Touchscreen Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Pavilion ...,"₹1,19,498","₹72,827"
Lenovo Yoga Slim 6 WUXGA OLED with 1Yr ADP Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,"₹85,991","₹84,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹79,999","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹77,990","₹1,10,902"
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,"₹1,09,999","₹45,990"
Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) TP E14 Gen 4...,"₹1,92,990","₹79,999"
Apple MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹70,000","₹80,990"
Lenovo IdeaPad Flex 5 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 ...,"₹85,000","₹92,000"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹59,999","₹59,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,89,999","₹59,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home...","₹1,18,498","₹1,04,999"
"ASUS Zenbook 14 OLED AI PC, Full Metal Body, Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home...","₹1,15,898","₹1,30,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹83,632","₹3,49,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,62,996","₹88,990"
HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,"₹1,04,990","₹69,990"
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU Thin and Light Laptop,"₹1,04,990","₹60,990"
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 5 Quad Core 752...","₹86,239","₹59,699"
Lenovo IdeaPad Flex 5 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 ...,"₹79,990","₹79,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹90,990","₹1,03,822"
HP 14 AI PC Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹68,990","₹80,990"
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Pro) ...,"₹3,89,990","₹47,765"
MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,"₹1,76,990","₹63,956"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹72,718","₹1,08,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹3,14,190","₹1,03,990"
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,"₹1,19,498","₹68,990"
Lenovo V14 Octa Core (2025) Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home) V14 Thin...,"₹85,991","₹58,900"
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,"₹1,08,990","₹49,990"
ASUS ROG Strix G16 with 90WHr Battery Intel HX-Series Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD...,"₹88,000","₹1,49,840"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹70,500","₹1,11,102"
